"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ag","Ag_INAA","Al","Al_XRF","Al2O3","As","As_INAA","Au","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","Ca_XRF","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","Cr","Cr_INAA","Cs_INAA","Cu","EC","Eu_INAA","F_IC","Fe","Fe_INAA","Fe_XRF","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K_XRF","K2O","La","La_INAA","Li","LOI","Lu_INAA","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Mo_INAA","Na","Na_INAA","Na_XRF","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","Si_XRF","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","Ti_XRF","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA"
241,418400,7660000,450,"NOR","S",38,51,0.016,2.5,10300,68800,13.01,0.9,0.25,0.92145,0.001,1.5,82,480,0.21,0.034,0.001,2.6,1860,30000,30500,4.27,0.062,29,0.001,12.1,24,70.7,210,0.5,36.3,0.24,1.2,0.0005,21200,52600,50800,7.27,5,0.01,0.5,0.0025,2100,10100,1.22,21.9,17,7.6,1.74,0.36,6210,22600,3.75,202,850,0.11,0.4,0.5,160,26300,24600,3.32,13,39.5,10,0.0005,334,340,0.08,1.2,0.99851,6.2,0.002,0.77942,36,164,0.005,0.3,4.3,20,0.115,1.5,120,299000,63.98,3,50,1,9.6,250,0.25,0.6,0.018,14,3.6,998,5510,0.92,2.4,52.6,0.5,6.5,2.1,31.5,126
243,579570,7800000,220,"NOR",,23,9,0.01,2.5,13800,68700,12.99,3.5,6.4,0.56562,0.001,3,187,500,0.78,0.187,0.001,0.25,1180,5000,5300,0.75,0.052,69,0.006,14.1,15,25.7,69,3,23.1,0.53,1.5,0.0005,32900,40200,39200,5.61,7,0.02,0.5,0.0025,1600,20300,2.45,10,38,28.5,3.33,0.52,5790,9500,1.58,849,920,0.12,0.1,0.5,80,14400,13500,1.83,31,27,10,0.0005,409,390,0.09,9.6,0.67492,6.3,0.002,0.25,100,26,0.037,0.3,4.7,12,0.045,1.5,130,327700,70.12,5.2,50,4,9.5,250,1,0.8,0.045,9,11,200,4550,0.76,2.3,26.2,0.5,9.6,3.2,71.4,108
244,563624,7580000,230,"FIN","SW",41,31,0.011,2.5,18800,88600,16.74,0.7,0.25,2.65388,0.007,1.5,65,890,0.28,0.027,0.001,2.9,260,5000,5800,0.82,0.033,85,0.001,9.4,16,27.2,120,0.5,35.6,0.27,1.6,0.0005,20100,53000,57700,8.25,6,0.01,0.5,0.0025,1000,21500,2.59,17.9,47,4.7,2.33,0.59,2610,15100,2.52,135,540,0.07,0.3,8,70,7700,6400,0.87,32,38.4,50,0.0005,139,260,0.06,1.7,0.70137,6.3,0.002,0.25,79,26,0.005,0.05,5.5,17,0.157,1.5,110,303700,64.98,5,50,3,12.8,250,0.25,1,0.034,10,10,508,4850,0.81,0.25,33.5,0.5,6.4,3.9,28.3,130
245,561075,7520000,300,"FIN","NW",44,1,0.004,2.5,17600,68300,12.91,0.8,0.25,0.69459,0.004,1.5,44.8,750,0.43,0.067,0.001,0.25,520,5000,10400,1.46,0.013,78,0.001,6.7,10,40,120,1,10.2,0.24,1,0.0005,16400,30300,27900,4,7,0.02,0.5,0.0025,1200,18600,2.25,20.4,41,13.7,2.4,0.37,3020,8400,1.4,152,380,0.05,0.1,8,70,19700,18300,2.48,37,21.8,10,0.0005,165,170,0.04,1.8,0.63182,5.9,0.002,0.25,70,21,0.005,0.05,4.4,11,0.071,1.5,130,332400,71.13,5.5,50,4,7.1,250,1,0.25,0.008,11,20,942,3170,0.53,2.9,32,0.5,7.3,2.1,22.4,84
246,796397,7550000,260,"RUS","W",33,20,0.029,2.5,24800,81100,15.34,8.6,5.6,1.00518,0.001,1.5,165,890,1.48,0.108,0.001,3.5,3530,20000,20200,2.84,0.035,96,0.001,5.1,8,26.5,56,3,13.9,0.35,2,0.0005,11900,32200,29900,4.28,8,0.01,0.5,0.0025,2900,27700,3.34,38.1,58,8.8,3.14,0.31,3260,6500,1.09,173,850,0.11,0.1,4,4460,32100,30400,4.1,36,18.7,10,0.0005,667,690,0.16,1.6,0.1,5.9,0.002,0.25,110,46,0.012,0.2,2.1,6.1,0.045,1.5,260,295900,63.32,5.4,50,10,247,250,5.2,0.25,0.013,10,8,1340,5750,0.96,4.1,30.8,0.5,8.6,1.9,28.4,101
247,695643,7700000,190,"RUS","NE",,21,0.02,2.5,9950,71800,13.58,2,2.9,0.48318,0.001,1.5,34.7,650,0.23,0.083,0.001,24,1010,5000,11300,1.59,0.012,62,0.002,3.5,6,30.8,62,0.5,19.1,0.41,1.2,0.0005,14200,25900,22400,3.21,7,0.02,0.5,0.0025,1400,20500,2.48,22.4,37,8.6,3.85,0.28,2630,4900,0.82,50.1,300,0.04,0.4,3,90,25600,23600,3.19,26,12.6,10,0.0005,335,340,0.08,2,0.33504,5.6,0.002,0.25,89,106,0.005,0.05,2.5,8.7,0.27,1.5,240,324500,69.43,3.7,50,8,2.9,250,0.25,0.25,0.014,13,13,596,1970,0.33,1.8,27.3,0.5,4.3,1.8,14.4,25
248,411950,7830000,70,"NOR","W",39,10,0.007,2.5,11600,61200,11.58,0.8,0.25,0.05,0.005,3,41.1,650,0.23,0.048,0.001,4.2,2050,5000,11800,1.66,0.025,87,0.003,10,12,13.6,40,2,11.8,0.42,1.8,0.0005,25700,33000,30900,4.43,17,0.01,0.5,0.0025,4900,19000,2.3,9.2,38,8.8,2.31,0.87,4760,5900,0.98,624,1000,0.13,0.1,0.5,50,16500,16000,2.16,36,14.1,10,0.0005,514,480,0.11,4.5,0.1,5.9,0.002,0.25,90,24,0.02,0.05,1.7,11,0.059,1.5,80,338400,72.41,6.1,50,2,16.9,250,1.3,1.2,0.011,13,14,1330,4730,0.79,3.8,20.7,0.5,7.1,5.6,44.3,99
249,445372,7510000,245,"FIN","SW",45,51,0.025,2.5,25600,68500,12.96,12.6,16,3.03189,0.001,3,49.3,620,0.55,0.06,0.001,0.25,1070,10000,13700,1.93,0.073,33,0.003,16.3,19,71.8,130,1,54.6,0.44,0.9,0.0005,51900,51800,46500,6.66,4,0.04,0.5,0.0025,600,15600,1.89,9.4,15,13.2,4.12,0.26,7860,11000,1.83,503,610,0.08,1.2,0.5,80,20600,19800,2.67,13,44.2,10,0.0005,362,340,0.08,1.1,1.7177,6,0.002,1.16065,90,59,0.472,1.1,6.5,14,0.298,1.5,130,311800,66.71,2.3,50,12,7.2,250,0.25,0.25,0.041,11,4.9,1500,4730,0.79,0.25,88.8,0.5,3.9,1.5,63,93
250,800872,7690000,140,"RUS","E",25,4,0.018,2.5,6960,76900,14.53,0.3,0.25,0.47934,0.004,1.5,27.9,590,0.14,0.013,0.001,11,2350,30000,24500,3.44,0.015,47,0.001,5.5,10,25.4,74,0.5,10.2,0.29,1.1,0.0005,12200,25400,23400,3.36,7,0.01,0.5,0.0025,1100,10400,1.26,13.5,24,5.4,1.49,0.24,2940,7500,1.25,106,380,0.05,0.1,5,240,32300,30100,4.07,20,16.5,82,0.0005,465,480,0.11,0.9,0.5472,5.6,0.002,0.25,31,27,0.005,0.05,2,9,0.047,1.5,140,325200,69.58,3.1,50,3,8.5,700,0.25,0.25,0.01,6,4.7,644,2090,0.35,0.25,29.2,0.5,3.6,1.4,15.4,25
251,787972,7430000,40,"RUS","FLAT",25,32,0.005,2.5,15600,74600,14.11,0.8,0.25,0.90641,0.001,1.5,58.2,490,0.33,0.041,0.001,4.7,4790,40000,40300,5.64,0.027,39,0.002,17.3,36,94.7,420,2,45.8,0.44,1.3,0.0005,23600,62500,57400,8.22,6,0.01,0.5,0.0025,1200,9300,1.13,9.7,18,11.2,3.32,0.41,12400,29900,4.96,199,850,0.11,0.1,0.5,530,24400,21600,2.92,21,106,110,0.0005,706,650,0.15,1.5,2.03847,5.8,0.002,1.01734,36,54,0.014,0.05,4.1,20,0.07,1.5,180,272000,58.21,3.5,50,7,25.8,250,0.25,0.25,0.011,4,2.9,1220,4550,0.76,0.25,47.9,0.5,5.6,2.8,26.3,126
252,789595,7670000,230,"RUS","E",45,4,0.008,2.5,5980,76300,14.43,0.2,0.25,0.60872,0.001,1.5,44.1,460,0.12,0.01,0.001,3.4,1930,30000,23800,3.34,0.014,37,0.002,6,10,22.2,71,0.5,9.7,0.23,1,0.0005,11300,25400,23900,3.43,5,0.01,0.5,0.0025,1400,11700,1.41,10.9,21,6.7,0.97,0.21,2800,7500,1.26,104,380,0.05,0.1,0.5,170,32700,30200,4.08,17,15.4,10,0.0005,402,430,0.1,0.9,0.61689,6,0.002,0.25,35,16,0.005,0.05,1.6,8.6,0.016,1.5,100,327500,70.07,2.6,50,1,8,250,0.25,0.25,0.009,5,4.4,614,2030,0.34,0.25,24.8,0.5,2.7,1.2,15.5,25
253,398532,7660000,380,"NOR","FLAT",41,1,0.006,2.5,2800,64400,12.18,0.2,0.25,0.38212,0.001,1.5,11.3,730,0.09,0.031,0.001,0.25,1760,30000,22700,3.18,0.011,23,0.001,2.4,9,22.5,95,0.5,2.8,0.21,0.8,0.0005,5870,24000,21900,3.14,5,0.01,0.5,0.0025,400,16100,1.95,7.8,14,2.6,0.64,0.22,1250,9800,1.63,52.7,380,0.05,0.1,0.5,120,29700,27000,3.65,11,8.3,10,0.0005,316,340,0.08,0.9,0.45009,5.7,0.002,0.60079,53,7,0.005,0.05,1.1,9.2,0.014,1.5,130,337200,72.16,2,50,1,6.2,250,1,0.25,0.006,3,3.8,416,2570,0.43,1,14.5,0.5,2.2,1.2,5.5,58
256,458717,7710000,320,"FIN","SE",50,31,0.012,2.5,16300,81000,15.31,0.4,0.25,147.488,0.003,1.5,104,730,0.25,0.016,0.001,4.4,1540,20000,18000,2.53,0.041,70,0.001,12.6,21,55.4,160,0.5,34.5,0.24,1.3,0.0005,19000,56500,58700,8.4,6,0.01,0.5,0.0025,2200,16500,1.99,16.3,38,6.6,2.22,0.54,5880,20900,3.48,167,770,0.1,0.2,0.5,200,14600,14300,1.94,28,39.7,10,0.0005,388,430,0.1,1.4,0.80257,5.9,0.002,0.25,62,52,0.005,0.05,3.5,19,0.1,1.5,180,294600,63.03,4.8,50,6,7,250,0.25,0.8,0.021,9,11,1170,5150,0.86,0.25,53.6,0.5,4.2,3.4,37.5,120
258,811453,7540000,370,"RUS","NW",40,83,0.029,2.5,26900,76800,14.51,1.1,0.25,0.24993,0.004,3,179,1000,2.77,0.055,0.001,0.25,2250,30000,21500,3.01,0.063,200,0.001,4.5,7,18.5,37,2,15.1,0.3,3.6,0.0005,11300,37700,44400,6.35,21,0.01,0.5,0.0025,3000,26600,3.21,47.8,120,7.7,3.82,0.55,2200,7600,1.27,402,1700,0.22,0.1,10,5140,40200,32600,4.4,76,15.9,90,0.0005,135,610,0.14,3.5,0.52081,6.1,0.002,0.25,160,77,0.023,0.05,1.1,4.6,0.045,1.5,240,284300,60.84,9.9,50,9,392,900,13,0.25,0.01,13,16,1470,9230,1.54,2.6,28.6,0.5,33.2,4.1,51,88
261,439250,7710000,320,"NOR","FLAT",38,1,0.005,2.5,9230,61800,11.68,0.4,2.1,0.72766,0.001,1.5,27,270,0.17,0.02,0.001,11,3250,30000,25400,3.56,0.019,22,0.001,11.8,20,71.4,200,0.5,43.3,0.21,0.9,0.0005,17600,44400,42000,6.01,5,0.01,0.5,0.0025,800,7700,0.93,7.1,9.9,5.7,1.58,0.26,6390,20500,3.4,161,540,0.07,0.1,0.5,400,29200,28300,3.82,14,36.1,110,0.0005,338,340,0.08,0.7,3.36669,5.7,0.002,1.50141,7.5,22,0.005,0.05,2.7,16,0.072,1.5,170,317500,67.94,2.2,50,3,8,250,0.25,0.25,0.006,5,3.5,862,4430,0.74,0.25,48.6,0.5,3.9,1.6,13.9,25
262,617702,7480000,320,"FIN","NW",42,1,0.012,2.5,15000,70500,13.33,3.2,0.25,2.59006,0.001,1.5,69.6,360,0.23,0.132,0.001,3.7,840,30000,18000,2.52,0.025,28,0.001,9,17,66.3,230,2,17.5,0.32,0.8,0.0005,15100,35300,31300,4.48,5,0.01,0.5,0.0025,2100,9500,1.15,10.4,15,15.3,2.32,0.26,5800,13000,2.16,111,540,0.07,0.1,0.5,110,24000,20500,2.77,12,37.7,90,0.0005,203,210,0.05,1.2,0.60218,5.8,0.002,2.17944,41,42,0.005,0.2,4.4,13,0.052,1.5,220,330100,70.64,2.2,50,8,4.7,250,0.25,0.25,0.017,5,3.6,807,3470,0.58,0.25,39.2,10,2.5,1.8,21.3,118
263,775412,7660000,180,"RUS","FLAT",31,4,0.007,2.5,5660,76200,14.4,0.2,0.25,0.69078,0.001,1.5,24.2,410,0.11,0.017,0.001,5.9,1750,30000,29000,4.07,0.019,30,0.001,4.9,13,17.3,90,0.5,10.6,0.23,1,0.0005,8210,29800,27000,3.87,5,0.01,0.5,0.0025,1100,9700,1.17,8.3,16,4.2,1.07,0.27,2120,9700,1.61,81.6,540,0.07,0.1,0.5,160,29600,26800,3.62,14,14.9,10,0.0005,392,430,0.1,1,0.27747,5.7,0.002,2.61443,26,20,0.005,0.05,1.5,11,0.03,1.5,180,322800,69.08,2.5,50,5,5.2,250,0.25,0.25,0.004,4,3.6,453,2150,0.36,0.25,18.3,0.5,2.1,1.5,10.4,66
264,659503,7400000,80,"RUS","FLAT",30,1,0.007,2.5,16500,70200,13.27,0.8,0.25,0.75721,0.005,1.5,68,370,0.37,0.041,0.001,2.7,2910,20000,26900,3.77,0.028,51,0.001,16.1,26,99.1,220,2,37.4,0.36,1.2,0.0005,27900,51700,49200,7.04,5,0.01,0.5,0.0025,2700,12700,1.54,19.2,29,13.5,2.84,0.28,12500,26100,4.33,275,610,0.08,0.1,0.5,150,25700,24300,3.28,22,40.8,89,0.0005,611,610,0.14,1.4,1.03595,5.7,0.002,0.93609,53,16,0.02,0.05,4.4,17,0.035,1.5,120,293800,62.87,3.4,50,4,13.1,250,0.25,0.25,0.009,8,5.9,1350,4490,0.75,1.5,56.3,0.5,5.1,1.9,30.7,96
265,691342,7510000,150,"RUS","E",40,1,0.036,2.5,6760,74100,14.01,0.3,0.25,0.22098,0.004,1.5,29.3,410,0.14,0.034,0.001,3.5,2070,30000,25400,3.56,0.012,17,0.001,3.6,9,18.6,93,0.5,6.8,0.31,0.7,0.0005,7180,21700,22700,3.25,5,0.01,0.5,0.0025,500,13900,1.68,7.4,10,9.5,1.74,0.19,2240,9300,1.55,66.1,380,0.05,0.1,0.5,110,28600,29200,3.94,9,13.5,10,0.0005,524,520,0.12,1.3,0.1,5.7,0.002,0.66024,62,30,0.005,0.05,1.3,7.8,0.016,1.5,110,326000,69.76,1.8,50,2,7.1,250,0.25,0.25,0.0015,3,2.8,531,2210,0.37,0.25,15.4,0.5,2.7,1.1,13.7,25
266,861309,7460000,140,"RUS","S",27,51,0.021,2.5,8470,71600,13.54,1,0.25,0.38532,0.001,1.5,48.4,590,0.61,0.019,0.001,3.6,1390,20000,19700,2.76,0.037,70,0.001,4.5,8,21.7,71,0.5,16.3,0.28,1.4,0.0005,10000,26000,26500,3.79,7,0.01,0.5,0.0025,700,21400,2.58,18.3,43,4.9,1.86,0.22,2550,7700,1.28,111,540,0.07,0.1,2,170,29900,28600,3.86,25,15.3,10,0.0005,282,340,0.08,1.8,0.40505,5.6,0.002,0.25,85,31,0.017,0.05,1.5,7.5,0.049,1.5,200,316200,67.66,3.6,50,5,30.5,250,3.8,0.25,0.0015,6,5.8,653,3590,0.6,1.6,19.3,0.5,5.9,1.5,20.9,25
267,487450,7810000,70,"NOR","FLAT",44,10,0.004,2.5,12900,73300,13.86,1.5,0.25,1.62531,0.001,1.5,37.9,570,0.36,0.031,0.001,3.9,1950,20000,13200,1.85,0.014,64,0.001,11.5,18,58.7,160,0.5,23.2,0.37,0.9,0.0005,22400,38300,38300,5.48,4,0.01,0.5,0.0025,2400,17100,2.06,11.5,28,11.1,3.31,0.25,13700,23000,3.82,259,540,0.07,0.1,3,80,27700,26400,3.57,22,34.2,10,0.0013,329,390,0.09,1.7,0.72907,6,0.002,0.25,61,47,0.02,0.05,2.8,12,0.052,1.5,100,303800,65,3.2,50,2,15.4,250,0.25,0.25,0.028,8,8.7,899,3230,0.54,1.5,35.1,0.5,3.8,1.6,18.4,79
271,543182,7560000,290,"FIN","SW",31,31,0.006,2.5,21200,84600,16,1.2,0.25,1.17066,0.001,1.5,55.1,710,0.26,0.03,0.001,7,290,5000,6100,0.86,0.035,76,0.002,7,12,33.6,120,0.5,18.7,0.38,1.6,0.0005,22900,50500,53200,7.61,7,0.01,0.5,0.0025,700,20800,2.51,22.4,47,5.4,3.23,0.65,2650,13300,2.21,134,460,0.06,0.3,0.5,60,6500,6200,0.84,38,22.1,10,0.0005,150,260,0.06,4,0.35932,5.9,0.002,0.25,64,39,0.013,0.05,6.1,17,0.128,1.5,170,306100,65.51,5.6,50,13,8.1,250,0.25,0.9,0.021,11,13,570,5210,0.87,1.8,36.4,0.5,12.4,4.3,32.4,113
272,454219,7510000,280,"FIN","SE",40,51,0.019,2.5,17000,68300,12.91,6.5,9.6,77.5219,0.001,1.5,36.8,570,0.43,0.033,0.001,0.25,920,20000,17600,2.47,0.079,39,0.002,15.6,19,45.4,94,2,43.4,0.42,1.1,0.0005,32600,46200,45700,6.54,4,0.05,0.5,0.0025,400,15100,1.83,13.3,19,8.6,3.32,0.3,5450,11600,1.94,422,770,0.1,0.5,4,70,20700,20900,2.83,13,29.9,10,0.0005,305,340,0.08,3.7,0.97285,6.4,0.002,0.25,60,42,0.127,0.6,6.6,16,0.155,1.5,180,311100,66.56,2.8,50,5,6.1,500,0.25,0.25,0.018,8,5,1580,5090,0.85,2.3,72,0.5,6.2,1.7,38.7,99
273,569022,7680000,150,"FIN","FLAT",40,20,0.009,2.5,4830,72500,13.71,0.2,0.25,0.3527,0.003,1.5,27.2,560,0.13,0.013,0.001,0.25,1340,20000,21600,3.03,0.017,25,0.001,4.1,9,7.4,42,0.5,19.5,0.19,0.7,0.0005,7660,23100,20500,2.94,3,0.01,0.5,0.0025,1200,17500,2.11,7.7,14,8.8,1.12,0.18,2370,6800,1.13,110,380,0.05,0.3,0.5,60,26100,27800,3.75,9,7.4,10,0.0005,222,260,0.06,1.5,1.20251,6,0.002,0.25,56,21,0.005,0.05,1.2,7.8,0.021,1.5,200,330500,70.72,1.7,50,1,3.7,250,0.25,0.25,0.006,5,4.4,498,1790,0.3,0.25,15.7,0.5,1.8,1.2,17,75
274,722289,7700000,110,"RUS",,45,4,0.01,2.5,6300,78000,14.75,0.4,0.25,0.18583,0.001,1.5,121,3000,0.5,0.024,0.001,3.9,5670,5000,18500,2.59,0.027,340,0.001,8.3,9,6.8,11,0.5,3.4,0.26,3.3,0.0005,30500,29400,37900,5.43,9,0.01,0.5,0.0025,1600,30300,3.66,155,180,10.5,1.3,0.4,4630,6500,1.08,227,460,0.06,0.6,8,110,33100,28800,3.89,110,5.1,10,0.0005,1690,1740,0.4,17.2,0.1,5.8,0.002,0.25,100,45,0.005,0.05,3.8,7.1,0.09,1.5,150,299400,64.07,13,50,4,30.6,1000,0.25,0.25,0.004,56,31,2240,5150,0.86,2.2,54.4,0.5,17.6,2.5,31.4,60
275,577964,7750000,230,"NOR","FLAT",30,20,0.006,2.5,2980,65000,12.29,0.05,0.25,0.41274,0.001,1.5,12.6,420,0.09,0.02,0.001,3.8,1420,20000,18900,2.65,0.014,24,0.001,2.3,8,6.2,43,0.5,9.2,0.22,0.7,0.0005,4850,22500,20900,3,3,0.01,0.5,0.0025,300,15400,1.86,7,12,3.6,0.86,0.24,1260,6300,1.05,81.3,380,0.05,0.1,0.5,80,24600,24700,3.33,12,5.7,10,0.0005,281,260,0.06,1.2,0.68279,5.7,0.002,0.25,60,20,0.005,0.3,0.9,8.5,0.036,1.5,130,344200,73.65,1.8,50,1,3.3,250,0.25,0.25,0.0015,4,4.1,339,1850,0.31,0.25,9.4,0.5,3.1,1.5,9.3,57
276,664417,7440000,190,"RUS","S",40,1,0.004,2.5,9530,80500,15.22,0.2,0.25,0.34825,0.003,1.5,129,890,0.25,0.01,0.001,8.6,3700,30000,31300,4.38,0.023,64,0.003,8.6,17,30.5,140,0.5,12.6,0.26,1.5,0.0005,14700,35700,31100,4.45,5,0.02,0.5,0.0025,2500,15300,1.85,19.2,33,11.5,1.69,0.2,5540,15500,2.58,187,540,0.07,0.1,0.5,200,34200,29300,3.95,30,17.3,10,0.0005,1030,960,0.22,1.9,0.31592,5.7,0.002,0.25,44,30,0.005,0.05,2.1,12,0.026,1.5,160,298000,63.76,4.3,50,2,25.1,600,0.25,0.25,0.004,5,4.5,1100,2930,0.49,0.25,30,0.5,2.7,0.9,27.7,69
277,451620,7650000,230,"FIN","NW",35,6,0.009,2.5,6090,63800,12.07,0.4,0.25,0.69234,0.007,1.5,44.7,630,0.14,0.015,0.001,0.25,1730,30000,22600,3.17,0.028,28,0.001,8.9,21,83.8,270,0.5,20.3,0.18,0.8,0.0005,13000,41500,26500,3.79,3,0.01,0.5,0.0025,1200,13800,1.67,8.2,15,4.5,1.07,0.17,5310,15800,2.63,122,380,0.05,0.1,0.5,120,28700,26300,3.55,15,40,10,0.0005,307,260,0.06,1.3,1.16456,6.2,0.002,1.89741,39,10,0.005,0.05,1.7,14,0.057,1.5,110,327100,70,2.4,50,1,8.1,250,0.25,0.25,0.022,4,3.7,601,1910,0.32,1.2,28.8,0.5,2.1,1.5,13,25
278,725745,7660000,200,"RUS","SW",54,20,0.009,2.5,7990,76800,14.51,0.4,0.25,0.62382,0.001,1.5,60,630,0.23,0.032,0.001,17,3250,40000,31000,4.34,0.034,75,0.002,7,17,38.8,150,0.5,24.6,0.33,1.8,0.0005,13700,48600,39400,5.64,7,0.01,0.5,0.0025,1300,12600,1.52,18.5,33,8.7,2.35,0.39,3660,14900,2.48,134,610,0.08,0.1,0.5,250,30800,28100,3.8,36,25.6,10,0.0005,741,780,0.18,3,0.97307,5.7,0.002,0.58991,48,48,0.005,0.05,2.3,15,0.061,1.5,200,299000,63.99,5.4,50,4,13.8,500,1.8,0.6,0.018,7,7.4,731,3770,0.63,0.25,32,0.5,5.2,2.3,20.4,25
280,802101,7640000,230,"RUS","FLAT",37,4,0.017,2.5,8940,82100,15.52,0.2,0.25,1.10198,0.001,1.5,39.7,620,0.15,0.016,0.001,12,2560,30000,31500,4.41,0.018,42,0.002,5.5,18,24.9,190,0.5,14.6,0.29,1.1,0.0005,10000,37200,32000,4.58,6,0.01,0.5,0.0025,1100,11700,1.42,11.4,22,5.4,1.72,0.27,3170,14700,2.45,86.7,540,0.07,0.1,0.5,310,30500,28000,3.78,17,21.2,100,0.0005,413,480,0.11,1.2,0.86164,5.6,0.002,1.02974,28,29,0.005,0.05,1.9,14,0.036,1.5,280,304300,65.12,3.1,50,5,12.5,250,1,0.25,0.0015,4,5,614,2870,0.48,1.4,25.3,0.5,2.9,1.6,14.9,98
281,431278,7580000,320,"FIN","S",35,51,0.005,2.5,16700,76000,14.37,1.1,0.25,0.51882,0.001,1.5,49.6,590,0.34,0.048,0.001,0.25,1680,30000,24400,3.42,0.025,34,0.001,7.6,16,28.1,86,0.5,20.2,0.33,1,0.0005,16900,40200,36200,5.18,5,0.02,0.5,0.0025,900,13500,1.63,12,17,7.9,2.52,0.28,3520,11900,1.98,124,540,0.07,0.1,0.5,150,28500,25800,3.49,15,16.5,10,0.0005,204,260,0.06,3.3,0.93238,6.1,0.002,0.25,42,30,0.023,0.05,4,15,0.027,1.5,150,310700,66.48,2.7,50,3,13,500,0.25,0.6,0.01,7,5,1200,3950,0.66,0.25,41.8,0.5,5.5,1.6,22,72
282,773278,7590000,180,"RUS","W",,20,0.005,2.5,2910,65900,12.46,1.1,0.25,0.05,0.004,1.5,11.5,460,0.07,0.01,0.001,0.25,600,20000,16700,2.35,0.014,22,0.003,2.2,5,6.4,34,0.5,3.4,0.28,0.6,0.0005,5900,12700,8100,1.16,2,0.01,0.5,0.0025,400,11100,1.34,9.6,13,2.8,0.65,0.11,750,2200,0.37,49.9,150,0.02,0.1,0.5,70,31400,29000,3.92,8,6.2,10,0.0005,134,130,0.03,0.9,0.35758,6.2,0.002,0.25,29,15,0.005,0.05,0.5,4.2,0.005,1.5,180,358300,76.67,1.4,50,3,4.1,600,0.25,0.25,0.0015,5,3,195,590,0.1,0.25,11.9,0.5,1.3,0.7,6.6,54
283,823505,7620000,230,"RUS","FLAT",40,20,0.006,2.5,3490,74800,14.15,0.05,0.25,0.6428,0.001,3,16.5,680,0.07,0.012,0.001,0.25,690,20000,20400,2.86,0.011,14,0.002,2.8,3,9.6,23,0.5,4,0.21,0.6,0.0005,4510,8500,10200,1.46,2,0.01,0.5,0.0025,900,10300,1.25,7.1,8.7,3.2,0.72,0.06,1250,3800,0.64,60.8,230,0.03,0.1,0.5,70,33900,35300,4.77,10,6,10,0.0005,183,210,0.05,0.7,0.30144,5.6,0.002,0.25,40,10,0.005,0.05,0.9,3,0.005,1.5,130,344600,73.73,1,50,4,4,250,0.25,0.25,0.0015,1.5,1.6,327,890,0.15,1.2,11.5,0.5,1.5,0.3,8.7,25
286,398442,7450000,200,"FIN","S",57,51,0.008,2.5,10600,71700,13.56,0.9,2.7,0.65673,0.001,3,39.1,660,0.4,0.029,0.001,0.25,1550,30000,16700,2.35,0.012,50,0.001,4.9,9,38.8,84,0.5,13.5,0.33,1,0.0005,19400,31300,27500,3.94,7,0.03,0.5,0.0025,700,22100,2.67,22.2,28,7.2,2.5,0.28,3020,8000,1.33,80.3,300,0.04,0.1,0.5,120,29300,26200,3.54,18,11.9,10,0.0005,466,430,0.1,3.7,0.6552,5.9,0.002,1.74678,90,39,0.019,0.2,2.9,9.3,0.074,1.5,120,322800,69.08,2.9,50,4,6.7,250,0.25,0.25,0.009,16,14,1080,2930,0.49,5.1,45,0.5,5.7,1.6,11,25
288,671948,7520000,150,"RUS","S",45,1,0.006,2.5,7650,75100,14.19,0.2,0.25,0.98293,0.001,1.5,36.1,560,0.17,0.035,0.001,0.25,2310,30000,26000,3.64,0.018,34,0.001,5.2,13,28.9,130,1,13.4,0.25,0.9,0.0005,10600,28600,25500,3.66,5,0.01,0.5,0.0025,1100,14900,1.8,10.9,15,13.8,1.41,0.21,3430,10700,1.79,116,460,0.06,0.1,0.5,200,31400,28400,3.83,13,16.7,75,0.0005,383,340,0.08,1.7,0.72591,5.8,0.002,1.94691,63,22,0.005,0.05,2.2,11,0.019,1.5,200,322200,68.95,2.4,50,3,6.6,250,1.2,0.25,0.006,7,6.1,808,2150,0.36,0.25,23,0.5,3.7,1.6,19,98
